Artist Name,Track Name,Popularity,unique_songs
Shores Of Null,Beyond the Shores (Excerpt III),30,Beyond the Shores (Excerpt III) Shores Of Null
Testament,Nobody's Fault,34,Nobody's Fault Testament
Black Sabbath,War Pigs,65,War Pigs Black Sabbath
Deafheaven,Dream House,45,Dream House Deafheaven
Metallica,For Whom The Bell Tolls - Remastered,69,For Whom The Bell Tolls - Remastered Metallica
Behemoth,Blow Your Trumpets Gabriel,47,Blow Your Trumpets Gabriel Behemoth
Bolt Thrower,The Killchain,46,The Killchain Bolt Thrower
Evildead,Word of God,13,Word of God Evildead
The Devil Wears Prada,Termination,56,Termination The Devil Wears Prada
Meshuggah,Bleed,60,Bleed Meshuggah
Living Colour,Love Rears Its Ugly Head,50,Love Rears Its Ugly Head Living Colour
Leviathan,Fucking Your Ghost In Chains of Ice,36,Fucking Your Ghost In Chains of Ice Leviathan
Cult Of Luna,What I Leave Behind,38,What I Leave Behind Cult Of Luna
Silver Lake by Esa Holopainen,Ray of Light,38,Ray of Light Silver Lake by Esa Holopainen
Stepping Sideways,Quintessence,20,Quintessence Stepping Sideways
Marduk,Wolves,34,Wolves Marduk
Limp Bizkit,Rollin' (Air Raid Vehicle),75,Rollin' (Air Raid Vehicle) Limp Bizkit
Arch Echo,Strut,33,Strut Arch Echo
Megadeth,Train Of Consequences - Remastered 2004,50,Train Of Consequences - Remastered 2004 Megadeth
Diamond Head,It’s Electric,41,It’s Electric Diamond Head
...And Oceans,As the After Becomes the Before,23,As the After Becomes the Before ...And Oceans
A Lethal Smile,Faceless,24,Faceless A Lethal Smile
Mr. Big,To Be With You - 2010 Remastered Version,73,To Be With You - 2010 Remastered Version Mr. Big
Slomosa,There is Nothing New Under the Sun,34,There is Nothing New Under the Sun Slomosa
Dress the Dead,Promises and Kisses,26,Promises and Kisses Dress the Dead
Killing Joke,The Death & Resurrection Show,42,The Death & Resurrection Show Killing Joke
Mastodon,Just Got Paid,32,Just Got Paid Mastodon
Death Angel,A Room With A View,38,A Room With A View Death Angel
Dream Theater,Paralyzed,44,Paralyzed Dream Theater
Van Halen,Jump - 2015 Remaster,79,Jump - 2015 Remaster Van Halen
Dress the Dead,1969,39,1969 Dress the Dead
Wardruna,Odal,44,Odal Wardruna
Helloween,I Want Out,63,I Want Out Helloween
Bongzilla,Greenthumb,41,Greenthumb Bongzilla
Tiamat,Whatever That Hurts,36,Whatever That Hurts Tiamat
Helisir,I Riden Så,40,I Riden Så Helisir
AC/DC,Safe in New York City,50,Safe in New York City AC/DC
PIG,Prey & Obey,38,Prey & Obey PIG
Hacktivist,Unlike Us,34,Unlike Us Hacktivist
Sharm,The Wolven Storm (Priscilla's Song),37,The Wolven Storm (Priscilla's Song) Sharm
Bullet For My Valentine,Waking the Demon,48,Waking the Demon Bullet For My Valentine
Plini,Pan,47,Pan Plini
Paradise Lost,Small Town Boy,52,Small Town Boy Paradise Lost
Reality Grey,Multidimensional Hollow,18,Multidimensional Hollow Reality Grey
Napalm Death,Scum,41,Scum Napalm Death
Behexen,Night of the Blasphemy,29,Night of the Blasphemy Behexen
To Kill Achilles,fourpercent,36,fourpercent To Kill Achilles
Architects,A Match Made In Heaven,53,A Match Made In Heaven Architects
Deep Purple,Perfect Strangers,66,Perfect Strangers Deep Purple
Karma To Burn,Fifty Seven,42,Fifty Seven Karma To Burn
Alcest,Protection,45,Protection Alcest
Rabea Massaad,Brute Force,38,Brute Force Rabea Massaad
Mötley Crüe,Shout At The Devil,67,Shout At The Devil Mötley Crüe
Ozzy Osbourne,Ordinary Man (feat. Elton John),59,Ordinary Man (feat. Elton John) Ozzy Osbourne
Blut Aus Nord,Slaughterday (The Heathen Blood Of Ours),27,Slaughterday (The Heathen Blood Of Ours) Blut Aus Nord
The Devil Wears Prada,Nightfall,55,Nightfall The Devil Wears Prada
Samael,On Earth,42,On Earth Samael
Holding Absence,Nomoreroses,48,Nomoreroses Holding Absence
W.A.S.P.,I Wanna Be Somebody,61,I Wanna Be Somebody W.A.S.P.
Dio,The Last In Line,55,The Last In Line Dio
Attila,Clarity,57,Clarity Attila
Marduk,Panzer Division Marduk,33,Panzer Division Marduk Marduk
From Sorrow To Serenity,Reclaim,30,Reclaim From Sorrow To Serenity
Lamb of God,Memento Mori,56,Memento Mori Lamb of God
Vicky Psarakis,Eyes Of The World,38,Eyes Of The World Vicky Psarakis
The Blue Stones,Spirit,53,Spirit The Blue Stones
Wardruna,Skugge,47,Skugge Wardruna
Savage Messiah,Down and Out,33,Down and Out Savage Messiah
Rammstein,ICH TU DIR WEH,62,ICH TU DIR WEH Rammstein
Avatarium,Rubicon,35,Rubicon Avatarium
Eluveitie,The Call of the Mountains,56,The Call of the Mountains Eluveitie
Warbringer,Glorious End,23,Glorious End Warbringer
Ozzy Osbourne,Let Me Hear You Scream,54,Let Me Hear You Scream Ozzy Osbourne
Mortal Sin,Voyage Of The Disturbed,25,Voyage Of The Disturbed Mortal Sin
Cellar Darling,DANCE,36,DANCE Cellar Darling
Fozzy,Judas,62,Judas Fozzy
Deadlights,Born of a Lie,40,Born of a Lie Deadlights
Death,Painkiller,47,Painkiller Death
L.A. Guns,The Ballad Of Jayne,53,The Ballad Of Jayne L.A. Guns
Savatage,When the Crowds Are Gone,41,When the Crowds Are Gone Savatage
Celldweller,A Matter of Time,38,A Matter of Time Celldweller
Devil Sold His Soul,Signal Fire,41,Signal Fire Devil Sold His Soul
Angel Witch,Angel Witch,49,Angel Witch Angel Witch
Poppy,I Disagree,62,I Disagree Poppy
Mechanical Vein,New Blood - Zardonic Remix,41,New Blood - Zardonic Remix Mechanical Vein
Porcupine Tree,Lazarus,52,Lazarus Porcupine Tree
Egypt Central,Hunted,47,Hunted Egypt Central
Wither Away,Cherish Your Friends,38,Cherish Your Friends Wither Away
Danzig,Am I Demon,55,Am I Demon Danzig
Unida,Left Us To Mold,36,Left Us To Mold Unida
Drakum,Urashima,38,Urashima Drakum
Parkway Drive,Carrion,58,Carrion Parkway Drive
Polarization,Damages,31,Damages Polarization
Matthew K. Heafy,Toss A Coin To Your Witcher,45,Toss A Coin To Your Witcher Matthew K. Heafy
Crazy Town,Butterfly,72,Butterfly Crazy Town
Priestess,Lay Down,42,Lay Down Priestess
Currents,Monsters,54,Monsters Currents
Blue Stahli,Crimewave,46,Crimewave Blue Stahli
Conquer Divide,Chemicals,50,Chemicals Conquer Divide
Slayer,South Of Heaven,58,South Of Heaven Slayer
Pain of Salvation,PANTHER,34,PANTHER Pain of Salvation
Andrew W.K.,Babalon,44,Babalon Andrew W.K.
Combichrist,Understand,34,Understand Combichrist
VRSTY,Shameless,46,Shameless VRSTY
Maraton,Seismic,32,Seismic Maraton
Jaded Heart,Reap What You Sow,24,Reap What You Sow Jaded Heart
Crowbar,Existense Is Punishment,39,Existense Is Punishment Crowbar
Sevendust,Black,55,Black Sevendust
Anup Sastry,Where I Belong,40,Where I Belong Anup Sastry
Van Halen,Hot for Teacher - 2015 Remaster,69,Hot for Teacher - 2015 Remaster Van Halen
(Hed) P.E.,Renegade,44,Renegade (Hed) P.E.
Masters Of Reality,Rabbit One,46,Rabbit One Masters Of Reality
Animals As Leaders,Physical Education,52,Physical Education Animals As Leaders
Exhorder,The Man That Never Was,40,The Man That Never Was Exhorder
VENUES,Uncaged Birds,34,Uncaged Birds VENUES
The Disaster Area,Bruised & Broken,43,Bruised & Broken The Disaster Area
Enemy Inside,Release Me,0,Release Me Enemy Inside
All Wasted,Towards the End,19,Towards the End All Wasted
Born Of Osiris,Empires Erased,41,Empires Erased Born Of Osiris
Light The Torch,Calm Before the Storm,55,Calm Before the Storm Light The Torch
Kataklysm,Underneath the Scars,46,Underneath the Scars Kataklysm
Hatebreed,I Will Be Heard,54,I Will Be Heard Hatebreed
Shadow of Intent,Dirge of the Void (Instrumental),34,Dirge of the Void (Instrumental) Shadow of Intent
Villain of the Story,Stuck,46,Stuck Villain of the Story
Dimmu Borgir,Mourning Palace,47,Mourning Palace Dimmu Borgir
ODC,I Love The Way You Fall,32,I Love The Way You Fall ODC
16Volt,Suffering You,38,Suffering You 16Volt
Inter Arma,Citadel,26,Citadel Inter Arma
Red Handed Denial,Empire,39,Empire Red Handed Denial
Powerman 5000,Bombshell,53,Bombshell Powerman 5000
Black Sabbath,Solitude,53,Solitude Black Sabbath
Rammstein,Feuer frei!,67,Feuer frei! Rammstein
Employed To Serve,Eternal Forward Motion,34,Eternal Forward Motion Employed To Serve
Flotsam & Jetsam,Hammerhead,42,Hammerhead Flotsam & Jetsam
Ensiferum,Andromeda,43,Andromeda Ensiferum
Killitorous,Married with Children,25,Married with Children Killitorous
Ohhms,Alive! - Radio Edit,12,Alive! - Radio Edit Ohhms
Nirvana,Smells Like Teen Spirit,82,Smells Like Teen Spirit Nirvana
Onlap,The Edge,46,The Edge Onlap
Queensrÿche,Empire - Remastered 2003,49,Empire - Remastered 2003 Queensrÿche
Immortal,Damned In Black,38,Damned In Black Immortal
Eradicate Me,Asymmetry,24,Asymmetry Eradicate Me
Varg,Zeichen,22,Zeichen Varg
Nuclear Power Trio,A Clear and Present Rager,31,A Clear and Present Rager Nuclear Power Trio
Evergrey,Where August Mourns,42,Where August Mourns Evergrey
Deftones,Bored,55,Bored Deftones
Processor,Royal Leash,47,Royal Leash Processor
Rabbit Junk,Bits and Razors,48,Bits and Razors Rabbit Junk
Seventh Crystal,Broken Mirror,26,Broken Mirror Seventh Crystal
Volumes,NO LOVE,36,NO LOVE Volumes
Not My God,Fiction,36,Fiction Not My God
Hedningarna,Räven,46,Räven Hedningarna
Wear Your Wounds,Shrinking Violet,26,Shrinking Violet Wear Your Wounds
Dio,Holy Diver,66,Holy Diver Dio
Autumn Skies,On the Wings of an Owl (Hypnosis),18,On the Wings of an Owl (Hypnosis) Autumn Skies
Ov Sulfur,Bathe in the Flame,30,Bathe in the Flame Ov Sulfur
Ozzy Osbourne,Dreamer,65,Dreamer Ozzy Osbourne
Rammstein,RADIO,66,RADIO Rammstein
KISS,Psycho Circus,49,Psycho Circus KISS
Bruce Dickinson,Navigate The Seas Of The Sun,47,Navigate The Seas Of The Sun Bruce Dickinson
Underoath,Writing On The Walls,58,Writing On The Walls Underoath
Abiotic,Smoldered,20,Smoldered Abiotic
Bring Me The Horizon,Throne,73,Throne Bring Me The Horizon
ERRA,Snowblood,53,Snowblood ERRA
Neurosis,Locust Star,41,Locust Star Neurosis
Nicola Wincenc,SXSPLXN,26,SXSPLXN Nicola Wincenc
Immortal,Battles in the North,34,Battles in the North Immortal
Humanity's Last Breath,Tide,37,Tide Humanity's Last Breath
Lunatic Soul,Navvie,37,Navvie Lunatic Soul
Black Sabbath,The Wizard,53,The Wizard Black Sabbath
Ragnarok,God Is Wasted,31,God Is Wasted Ragnarok
Justice For The Damned,Guidance From The Pain,30,Guidance From The Pain Justice For The Damned
Polaris,The Remedy,57,The Remedy Polaris
Manntra,Barren King,42,Barren King Manntra
Coal Chamber,Shock the Monkey,50,Shock the Monkey Coal Chamber
We Were Giants,The Final Encounter,36,The Final Encounter We Were Giants
Diamond Head,Am I Evil,43,Am I Evil Diamond Head
Opeth,Sorceress,50,Sorceress Opeth
Dissection,Black Dragon,41,Black Dragon Dissection
Orden Ogan,Let the Fire Rain,51,Let the Fire Rain Orden Ogan
Trivium,Catastrophist,62,Catastrophist Trivium
Pain,Gimme Shelter,47,Gimme Shelter Pain
Metalite,Cloud Connected,46,Cloud Connected Metalite
bloodsimple,Dead Man Walking,50,Dead Man Walking bloodsimple
Desert Sessions,Crucifire,48,Crucifire Desert Sessions
HYVMINE,Assassins,30,Assassins HYVMINE
Brass Against,Stinkfist,36,Stinkfist Brass Against
Metallica,St. Anger,60,St. Anger Metallica
Author & Punisher,The Speaker is Systematically Blown,38,The Speaker is Systematically Blown Author & Punisher
Uneven Structure,Hero,31,Hero Uneven Structure
Boss Keloid,Smiling Thrush,31,Smiling Thrush Boss Keloid
Liv Sin,Slave to the Machine,38,Slave to the Machine Liv Sin
Cradle Of Filth,Forest Whispers My Name,38,Forest Whispers My Name Cradle Of Filth
Bullet For My Valentine,Tears Don't Fall,64,Tears Don't Fall Bullet For My Valentine
Metallica,Hardwired,62,Hardwired Metallica
Van Halen,Tattoo,37,Tattoo Van Halen
Volturian,Broken,33,Broken Volturian
blessthefall,Hollow Bodies,55,Hollow Bodies blessthefall
Soulspell,Spread Your Fire,40,Spread Your Fire Soulspell
Lamb of God,Redneck,63,Redneck Lamb of God
Def Leppard,Wasted,46,Wasted Def Leppard
Burning Witches,Dance with the Devil,37,Dance with the Devil Burning Witches
Secrets Of The Moon,Sanctum,21,Sanctum Secrets Of The Moon
An Autumn for Crippled Children,Splendour Unnoticed,28,Splendour Unnoticed An Autumn for Crippled Children
Mudvayne,King Of Pain,49,King Of Pain Mudvayne
Black Orchid Empire,Singularity,35,Singularity Black Orchid Empire
KMFDM,Megalomaniac,48,Megalomaniac KMFDM
Testament,More Than Meets the Eye,48,More Than Meets the Eye Testament
Immortal,One By One,42,One By One Immortal
Ministry,Lay Lady Lay,45,Lay Lady Lay Ministry
Tidal Wave,End of the Line,22,End of the Line Tidal Wave
Alluvial,Colony,35,Colony Alluvial
Wars,"High Art, Low Culture",39,"High Art, Low Culture Wars"
Suicidal Tendencies,Send Me Your Money,40,Send Me Your Money Suicidal Tendencies
Meshuggah,Combustion,49,Combustion Meshuggah
Trevor Morris,Sacrifice for the Crops,48,Sacrifice for the Crops Trevor Morris
The Ghost Inside,Aftermath,53,Aftermath The Ghost Inside
Devil Electric,All My Friends Move Like The Night,33,All My Friends Move Like The Night Devil Electric
Code Orange,Bleeding In The Blur,41,Bleeding In The Blur Code Orange
Jesper Kyd,Leaving Valhalla,46,Leaving Valhalla Jesper Kyd
Accept,Fast As A Shark,47,Fast As A Shark Accept
Skid Row,18 and Life,69,18 and Life Skid Row
WuW,En souvenir des jours que nous n'aurons pas vécus,26,En souvenir des jours que nous n'aurons pas vécus WuW
Coheed and Cambria,Jessie's Girl 2 (feat. Rick Springfield),45,Jessie's Girl 2 (feat. Rick Springfield) Coheed and Cambria
"Invent, Animate",Cloud Cascade,41,"Cloud Cascade Invent, Animate"
Bad Omens,Dethrone,57,Dethrone Bad Omens
Forndom,Yggdrasil,45,Yggdrasil Forndom
Rave The Reqviem,Colossvs,46,Colossvs Rave The Reqviem
O.R.k.,Kneel to Nothing,29,Kneel to Nothing O.R.k.
Defamed,Wounds,34,Wounds Defamed
W.A.S.P.,Scream,38,Scream W.A.S.P.
1349,Slaves,26,Slaves 1349
Gyze,Voyage of the Future,39,Voyage of the Future Gyze
Lamb of God,Ghost Walking,47,Ghost Walking Lamb of God
Pain,End Of The Line,42,End Of The Line Pain
Metal Church,Dead on the Vine,37,Dead on the Vine Metal Church
Waynewood,Picasso On The Concrete,33,Picasso On The Concrete Waynewood
Eyes Set To Kill,Find Our Way,45,Find Our Way Eyes Set To Kill
The Black Dahlia Murder,Verminous,44,Verminous The Black Dahlia Murder
Teramaze,The Heist,33,The Heist Teramaze
Evanescence,Yeah Right,50,Yeah Right Evanescence
Lake Of Tears,Lost in a Moment,31,Lost in a Moment Lake Of Tears
Einar Selvik,Snake Pit Poetry,50,Snake Pit Poetry Einar Selvik
Architects,These Colours Don't Run,47,These Colours Don't Run Architects
Hidden Intent,Dead End Destiny,25,Dead End Destiny Hidden Intent
Marwood's Fall,Glory,0,Glory Marwood's Fall
Tyler Leads,Hellhounds,27,Hellhounds Tyler Leads
36 Crazyfists,Renegades,39,Renegades 36 Crazyfists
Iron Maiden,Fear of the Dark - 2015 Remaster,70,Fear of the Dark - 2015 Remaster Iron Maiden
To The Grave,(•REC),39,(•REC) To The Grave
AC/DC,You Shook Me All Night Long,80,You Shook Me All Night Long AC/DC
Periphery,Blood Eagle,43,Blood Eagle Periphery
Edge Of Paradise,Universe,40,Universe Edge Of Paradise
1349,I Am Abomination,32,I Am Abomination 1349
Thaehan,Farewell,39,Farewell Thaehan
Unprocessed,Fear,40,Fear Unprocessed
Bodom After Midnight,Payback's a Bitch,43,Payback's a Bitch Bodom After Midnight
No name faces,Dark Secrets,28,Dark Secrets No name faces
Sleep Waker,Distance,41,Distance Sleep Waker
Metallica,Frantic,50,Frantic Metallica
Snow White Blood,You Belong to Me,39,You Belong to Me Snow White Blood
Moonlight Haze,Till the End,36,Till the End Moonlight Haze
Megadeth,Holy Wars...The Punishment Due - Remastered 2004,66,Holy Wars...The Punishment Due - Remastered 2004 Megadeth
Wake Up Hate,Feel Free to Miss Me,45,Feel Free to Miss Me Wake Up Hate
Tygers Of Pan Tang,Love Potion No. 9,40,Love Potion No. 9 Tygers Of Pan Tang
Scorpions,Hit Between The Eyes,36,Hit Between The Eyes Scorpions
Mugshot,Violent Ends,26,Violent Ends Mugshot
Go Ahead And Die,Roadkill,30,Roadkill Go Ahead And Die
Herman Frank,Teutonic Order,46,Teutonic Order Herman Frank
Alex Yarmak,Narcs,34,Narcs Alex Yarmak
Mötley Crüe,"Girls, Girls, Girls",71,"Girls, Girls, Girls Mötley Crüe"
Andromida,Celestial,41,Celestial Andromida
Contracult Collective,Follow,39,Follow Contracult Collective
Megadeth,Peace Sells - Remastered,0,Peace Sells - Remastered Megadeth
Transatlantic,Reaching for the Sky,27,Reaching for the Sky Transatlantic
Clio Cadence,Drive,37,Drive Clio Cadence
Xile,So Much for Love,28,So Much for Love Xile
A Sense of Purpose,Heirloom,35,Heirloom A Sense of Purpose
3TEETH,PUMPED UP KICKS,53,PUMPED UP KICKS 3TEETH
TOOL,Ænema,62,Ænema TOOL
White Zombie,Children Of The Grave,39,Children Of The Grave White Zombie
Ozzy Osbourne,Crazy Train,78,Crazy Train Ozzy Osbourne
Kreator,666 - World Divided,51,666 - World Divided Kreator
As I Lay Dying,My Own Grave,62,My Own Grave As I Lay Dying
Void Of Vision,Decay,40,Decay Void Of Vision
Watain,Black Flames March,33,Black Flames March Watain
BABYMETAL,Karate,47,Karate BABYMETAL
Mister Misery,Ballad of the Headless Horseman,36,Ballad of the Headless Horseman Mister Misery
Love and Death,Let Me Love You,42,Let Me Love You Love and Death
"Time, The Valuator",Vibrant,42,"Vibrant Time, The Valuator"
Skid Row,Monkey Business,54,Monkey Business Skid Row
GHØSTKID,SUPERNØVA (feat. Marcus Bischoff of Heaven Shall Burn),50,SUPERNØVA (feat. Marcus Bischoff of Heaven Shall Burn) GHØSTKID
Static-X,Love Dump,46,Love Dump Static-X
Thin Lizzy,The Sun Goes Down,41,The Sun Goes Down Thin Lizzy
Rotting Christ,Χ Ξ Σ - 666,47,Χ Ξ Σ - 666 Rotting Christ
Monster Magnet,Space Lord,53,Space Lord Monster Magnet
Witchcraft,An Alternative to Freedom,44,An Alternative to Freedom Witchcraft
Kid Rock,Bawitdaba,0,Bawitdaba Kid Rock
Haken,Prosthetic,44,Prosthetic Haken
Forbidden,Step by Step,27,Step by Step Forbidden
HAVAMAL,Nornirs´s Call,0,Nornirs´s Call HAVAMAL
Spirit Adrift,Supernaut,32,Supernaut Spirit Adrift
Nevermore,Believe in Nothing,45,Believe in Nothing Nevermore
Avenged Sevenfold,Hail to the King,76,Hail to the King Avenged Sevenfold
Exodus,Blacklist,54,Blacklist Exodus
Sodom,Indoctrination,23,Indoctrination Sodom
Mastodon,Colony of Birchmen,48,Colony of Birchmen Mastodon
Megadeth,Paranoid,51,Paranoid Megadeth
Assemble the Chariots,Empress,29,Empress Assemble the Chariots
Sacred Reich,Death Squad,39,Death Squad Sacred Reich
Berried Alive,Figsaw,37,Figsaw Berried Alive
Type O Negative,I Don't Wanna Be Me,58,I Don't Wanna Be Me Type O Negative
Press to MECO,Gold,32,Gold Press to MECO
Drown in Sulphur,Sulphur Cvlt,29,Sulphur Cvlt Drown in Sulphur
Left to Suffer,Anger,48,Anger Left to Suffer
Harakiri for the Sky,And Oceans Between Us,33,And Oceans Between Us Harakiri for the Sky
Kyuss,Hurricane,0,Hurricane Kyuss
Liquid Tension Experiment,The Passage of Time,46,The Passage of Time Liquid Tension Experiment
Son of Stone,Give my regards,23,Give my regards Son of Stone
Vokonis,Rebellion,32,Rebellion Vokonis
Ministry,Alert Level (Quarantined Mix),44,Alert Level (Quarantined Mix) Ministry
Visions of Atlantis,A Journey to Remember,12,A Journey to Remember Visions of Atlantis
Everyone Loves A Villain,Let It Die,34,Let It Die Everyone Loves A Villain
Ozzy Osbourne,Straight to Hell,55,Straight to Hell Ozzy Osbourne
Alice Cooper,Might As Well Be On Mars,42,Might As Well Be On Mars Alice Cooper
Papa Roach,Between Angels And Insects,66,Between Angels And Insects Papa Roach
